,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
594,1696,42284,7804,8045,10484,3314,101,173,7,1415,1783,1343,584,1260,490,188,248,1966,5886,859,1617,428,133,63,2612,391,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,13990
595,1408,43409,991,402,1023,234,17,34,2,42,261,150,212,122,27,11,11,90,623,73,330,87,46,0,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,11630
596,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,46320
597,180,51238,8292,5746,9133,2141,127,367,59,1422,1363,798,442,1069,921,105,28,1895,5383,602,631,413,5,30,2331,80,176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,6830
598,1803,29557,10482,10112,14301,5000,70,671,14,213,3504,1733,676,1310,456,147,97,869,2664,453,2423,996,312,318,1083,148,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6390
600,124,39038,2256,375,1657,821,8,7,0,119,148,79,66,35,64,12,0,654,1061,142,85,19,8,0,129,14,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1200
601,71,38750,587,574,956,35,12,7,1,106,132,119,47,91,46,0,0,145,475,21,71,12,0,0,251,19,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,21090
603,624,58566,15177,17355,24372,4497,130,1412,19,1126,2354,2913,1718,2560,1922,945,1107,1259,7763,1322,5819,3510,1457,1508,4567,1277,498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,10230
604,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5670
605,655,34617,11513,11771,19968,2256,77,328,8,79,4229,2076,1073,1728,767,290,391,1916,7345,1044,3069,2011,623,478,2424,512,503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,12870
607,202,102413,23071,23825,37291,884,230,3468,145,2561,1664,1614,1601,3397,3560,2437,2891,1918,13506,3266,8683,3104,434,1280,7810,1624,584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,11630
608,6069,43404,20387,18960,19727,6656,384,3069,248,6930,6421,3916,2834,3749,1873,744,653,4498,11625,2655,6165,2522,834,445,4509,251,652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,5580
609,54,33289,13503,14966,13629,13649,61,125,7,712,3837,2085,936,1821,767,177,200,3877,10982,1639,1650,906,180,110,4687,198,653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3910
610,103,50577,14436,15625,27744,183,1055,340,42,134,2954,2783,2066,3076,1459,224,373,1645,10911,1849,3963,950,445,182,4192,791,763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,37940
611,35,26983,5670,5797,8151,2850,61,50,16,156,1763,921,420,400,167,129,10,2085,5100,390,548,165,26,11,1710,55,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10230
612,15487,38305,25820,24474,12774,9256,867,8941,362,15532,4733,3306,1748,2933,1256,319,119,11704,13135,1462,3335,1038,173,207,8597,541,1131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4250
613,215,47700,14183,15831,20116,8360,65,413,50,539,3180,1954,1517,2239,995,362,414,2741,10419,848,2702,1154,470,205,4976,723,407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1260
616,883,20884,10386,10449,9915,8615,61,242,17,1567,4201,1575,682,664,317,64,50,2654,5834,421,1107,753,87,134,2811,95,416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,19170
618,2715,41948,26832,29512,29381,21512,470,2606,13,1283,6060,4296,2501,4016,1931,551,440,8412,21986,1974,3022,767,196,97,8480,2771,1119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4250
619,1481,24350,9372,9529,7369,9735,81,200,7,1102,4112,1679,823,833,346,121,139,2265,5968,535,2047,676,264,174,1841,135,457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,680
620,15487,38305,25820,24474,12774,9256,867,8941,362,15532,4733,3306,1748,2933,1256,319,119,11704,13135,1462,3335,1038,173,207,8597,541,1131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,35500
621,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,24230
623,1839,48514,13056,13807,15587,649,347,1570,122,7028,2811,1829,1078,2245,1073,472,241,3401,8168,1976,2142,794,310,114,5077,187,768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12670
626,561,39607,19266,21276,13345,25423,116,216,10,740,4744,3288,1933,3039,1173,231,191,6819,15471,1346,2202,937,98,122,6322,270,1089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3510
627,5001,32110,18434,17506,23031,6669,420,472,36,3622,5963,3589,1677,2149,883,220,174,4249,9314,1005,4538,1414,438,234,4921,749,790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2750
628,2464,19231,2078,1703,1466,1872,6,280,1,49,885,159,132,120,54,31,45,367,639,40,368,180,114,25,342,7,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,19040
629,963,53092,3872,4021,7280,210,31,73,19,165,937,773,475,862,525,179,333,466,3025,606,1777,620,255,99,673,144,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35500
630,26,36622,733,772,1456,21,6,0,0,5,184,188,107,109,31,2,0,188,665,72,33,33,0,2,441,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,760
631,3402,38131,3751,2351,4290,1156,59,258,5,151,1122,597,334,454,141,40,142,394,1598,272,942,288,157,121,190,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,13950
632,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,18480
633,4719,49938,2218,474,1582,839,151,14,1,35,6,27,31,20,24,0,7,522,730,32,61,26,15,0,115,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,32570
634,27,65852,1211,1225,2309,37,4,28,1,8,173,154,101,381,189,22,1,83,1058,289,286,30,5,22,340,37,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1260
636,6947,54417,1454,1166,1293,1155,9,53,1,26,420,315,102,334,270,102,43,182,551,161,662,293,124,33,232,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,7890
640,1335,42823,11810,13483,20223,2034,76,317,11,1725,3078,2153,1658,1970,880,192,106,3225,8804,1109,2538,920,155,175,3691,422,877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3450
641,86,53616,3674,3908,7400,43,17,34,0,25,458,701,422,743,443,121,50,362,2776,692,879,204,22,32,1220,129,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2730
642,4105,23494,8965,9620,12808,3728,69,1098,11,325,3909,1664,1030,688,179,72,135,678,3618,725,1668,1267,520,597,808,250,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,35500
643,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,8570
644,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,28280
645,4034,26690,10840,10448,7100,10509,119,252,13,2765,4225,1955,717,1135,444,288,220,3517,4923,449,2268,1486,330,655,2917,221,575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1370
646,170,31358,12750,13638,16775,7394,604,317,15,791,4245,2552,1212,1724,578,127,130,3120,10021,1632,1572,677,190,100,4123,655,605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,11450
647,133,35408,4958,5274,6681,3091,39,73,9,175,1376,602,406,532,262,63,52,1505,3353,271,449,130,61,26,1568,168,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2890
648,84,76016,1570,1491,2935,50,7,11,0,31,165,108,136,341,196,73,50,123,1060,173,465,66,32,37,433,96,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,43820
650,3841,26080,14326,15268,2694,22950,89,223,11,3121,4516,1891,1029,1157,537,112,76,4179,10690,774,1183,368,3,9,5955,407,641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8570
651,1880,18894,2424,1374,1176,2514,18,16,0,29,845,146,156,146,87,0,44,617,1245,98,335,148,100,33,218,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,30820
653,3004,10182,1010,1034,1587,337,9,31,0,30,1172,41,51,15,0,0,0,523,823,68,158,13,0,12,154,9,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,14920
655,2900,36111,3227,2050,4020,281,146,217,53,322,885,435,201,461,148,26,150,611,1700,237,843,330,74,47,351,38,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10560
656,5749,39195,24435,26611,35584,1951,714,2342,457,6706,6185,4459,1897,3818,1875,495,384,5982,19547,2684,3743,1161,504,106,8041,762,1180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,13290
657,53,73041,3447,3459,5264,1419,29,40,5,27,279,371,415,709,518,103,39,891,2981,420,692,240,61,20,1109,119,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,35690
658,5127,45784,6111,6602,8692,3364,24,213,2,100,1737,1267,997,1362,558,80,108,1185,4860,779,2087,876,270,122,1348,352,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,47140
659,15362,26257,14990,12968,23818,1289,82,1703,11,344,6781,2583,1182,1391,1034,555,398,557,3249,562,4569,2443,745,644,788,88,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,19490
660,1534,31553,8359,9479,14426,2250,61,294,9,381,3324,2061,946,1152,551,11,51,1846,8243,1337,1400,289,109,41,2517,263,411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,32960
661,1565,42507,9400,10919,12746,6851,33,352,14,84,2914,1707,824,1560,837,350,679,1522,5663,593,3614,1417,562,385,1993,857,337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,6680
662,355,47721,22882,23411,27014,424,11904,219,31,4749,3816,3242,1847,3279,1816,446,395,5114,15507,2698,2778,1310,250,184,8617,348,1683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9000
663,14,49146,868,808,1647,5,1,3,0,4,92,183,95,164,52,14,10,61,688,149,123,25,2,0,295,14,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,34410
664,5542,26391,15891,15071,19392,7114,198,137,36,2815,5699,3144,1209,1382,518,98,10,6403,9830,1056,1957,618,140,40,4785,862,1040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2730
665,2,52848,1325,1277,2093,10,306,15,0,21,249,272,242,296,155,65,10,81,1232,100,455,109,27,19,423,21,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27780
666,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10700
667,309,54493,17267,18267,24107,5985,316,972,373,1396,2176,2592,1821,3293,1538,487,169,1630,13857,2642,2914,1281,168,118,7187,515,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6630
668,3137,47817,9099,9604,13927,1002,306,1325,293,447,2079,1908,1153,2013,778,247,62,1124,8483,1104,1776,545,78,93,2066,383,538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,38700
670,4925,70546,13226,13552,18122,854,157,3210,152,2521,1548,1442,1163,2644,1785,1108,543,1922,8414,1533,4549,1756,687,125,3113,1220,308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2730
671,3403,37600,12335,11641,19156,470,912,891,147,1049,3490,2165,1142,2136,758,82,54,1886,8902,1443,2960,941,159,167,2848,377,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,27620
672,6514,67979,5070,4339,6929,1561,65,360,9,278,706,1024,980,1360,1213,389,571,398,2148,514,3267,1143,869,260,370,26,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31570
673,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,6850
674,263,54120,10521,11003,20913,127,36,121,11,100,1657,1932,1030,2097,1357,206,327,1370,7908,1543,2474,885,330,135,2883,1335,455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,28910
675,5716,42546,9156,6327,7217,7516,48,292,4,107,2306,1017,474,1144,626,343,467,1172,3438,451,2068,1195,425,257,1161,163,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,35000
676,1455,41861,4640,5322,7460,1980,21,166,2,48,1187,1055,705,746,304,71,107,679,4027,526,877,464,85,47,1232,166,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,10560
677,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,2150
678,5280,47151,6244,5806,9361,1525,24,444,4,350,1876,1266,633,1499,689,287,299,689,3406,913,2670,828,476,216,458,155,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,32310
679,2258,59017,20577,20967,34235,4141,151,774,38,904,3422,3813,2798,4116,2862,1115,1701,1361,13137,2093,8548,3205,1154,392,4029,1130,616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,19680
680,169,40851,37366,37638,44607,824,2293,2971,141,20826,6856,5399,2894,4244,1967,614,291,15028,20717,2869,2982,789,321,74,18330,566,2274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,22360
681,1880,18894,2424,1374,1176,2514,18,16,0,29,845,146,156,146,87,0,44,617,1245,98,335,148,100,33,218,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,1840
682,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,940
683,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,1260
684,1134,40142,15006,16045,16870,10307,141,1253,11,1809,3163,3171,1390,2155,991,362,262,2669,9333,1983,3104,1308,392,294,5272,543,812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,33260
685,5725,30205,1930,2125,1667,250,155,450,15,1295,540,228,204,179,58,0,0,720,1124,141,101,20,0,0,605,26,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,26340
686,15487,38305,25820,24474,12774,9256,867,8941,362,15532,4733,3306,1748,2933,1256,319,119,11704,13135,1462,3335,1038,173,207,8597,541,1131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,2060
687,2536,56136,9510,8093,10213,1542,2120,1237,638,489,1824,1281,871,1825,944,348,328,1457,5548,916,2063,1065,396,226,1894,141,369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6960
688,12312,27050,8607,9080,7744,5874,153,135,10,2603,2915,1592,612,821,195,40,19,3053,5483,469,767,113,12,43,3383,200,576,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9300
689,655,34617,11513,11771,19968,2256,77,328,8,79,4229,2076,1073,1728,767,290,391,1916,7345,1044,3069,2011,623,478,2424,512,503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,38740
690,1924,36598,13919,14692,23706,181,319,223,80,3248,3044,3056,1327,1974,599,49,48,3262,11202,1262,1445,425,12,109,5682,496,844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,49870
691,75,35121,9025,10161,12457,6301,44,66,8,70,2989,1966,989,1265,641,70,68,2823,7774,1019,1379,548,34,9,3096,255,412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11450
692,312,31114,9843,11897,5555,15674,74,18,5,175,3400,2092,1021,1270,371,34,33,2701,9318,1006,967,271,35,13,3966,79,629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,33280
693,1690,59358,7286,8620,14624,208,87,316,19,302,1391,1527,1344,2125,1172,435,417,399,5613,1083,3591,1737,546,298,1455,201,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,11560
694,3934,27394,8330,7956,2550,12618,63,183,1,507,2782,1343,646,869,274,135,82,2425,5546,425,906,455,171,101,2241,206,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,36820
695,3208,65130,22575,23324,36422,838,928,2810,284,2107,2886,2920,1760,4691,3258,732,266,3288,17307,3452,3927,1318,114,53,7993,862,1394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,48590
