,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
2159,11499,47231,12415,10971,19624,1735,94,1158,15,265,4650,2559,1839,3259,1253,624,789,809,4747,737,6922,2862,1142,492,297,174,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,2560
2160,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,25950
2161,228,99936,6783,6934,11794,1133,52,352,2,77,688,375,336,923,1103,516,701,984,3813,496,2029,1370,133,89,2109,687,312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,5850
2162,24914,76962,2165,2540,3697,268,5,582,1,49,406,359,216,593,409,199,368,12,382,77,1254,798,464,270,15,49,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6850
2163,1701,19383,1178,839,1411,409,11,50,1,26,604,153,174,90,10,7,23,282,1008,121,166,72,41,0,125,7,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,49800
2164,2464,19231,2078,1703,1466,1872,6,280,1,49,885,159,132,120,54,31,45,367,639,40,368,180,114,25,342,7,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10560
2166,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2730
2167,3942,69678,15341,16438,23398,2308,254,1560,180,2258,1937,2200,1169,2835,2093,904,1026,1490,9648,2082,5355,2714,595,691,4600,844,418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,12860
2168,26,43723,3467,3609,5176,1031,70,38,4,637,1005,423,375,615,184,149,57,811,2838,451,386,161,25,0,1388,47,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35500
2169,2235,14946,953,979,687,431,39,47,2,625,458,165,31,15,11,0,0,552,484,20,41,17,0,0,353,24,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29950
2170,6213,70300,6387,4808,6784,3680,24,429,4,88,1156,747,496,1276,819,383,790,412,1567,282,3118,972,542,195,602,33,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,860
2171,1659,44548,20490,20551,24575,5464,370,1044,34,8313,3472,3952,1859,3328,1454,414,210,5510,13297,1446,3235,910,88,132,7054,376,1299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,4250
2172,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10340
2173,1607,25435,10606,11381,7958,12627,89,250,33,450,4075,2105,781,952,338,19,37,3047,7451,773,1093,430,35,41,3639,279,665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,16310
2175,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,10590
2176,4870,35971,12789,13357,17044,6329,154,385,63,1388,3404,1903,1322,1349,654,166,102,3216,9108,1423,2117,768,137,6,3333,411,530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,11450
2177,4042,28946,9703,9503,9299,5173,211,620,264,2409,3140,2257,778,961,133,82,49,1999,7487,1064,1020,230,20,29,2700,103,468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,680
2178,914,27702,10689,11405,10545,10218,142,119,9,511,4461,2674,1025,1218,498,183,96,2881,8171,1414,2081,776,225,172,2813,261,454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,22360
2179,1880,18894,2424,1374,1176,2514,18,16,0,29,845,146,156,146,87,0,44,617,1245,98,335,148,100,33,218,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,21410
2180,2317,17430,1104,897,1193,354,38,4,0,256,474,161,70,12,10,0,0,314,488,17,75,39,0,0,131,32,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,19970
2181,37,37404,1466,1515,1904,1044,3,7,0,9,451,217,132,210,37,0,15,373,1211,66,107,0,12,8,333,90,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2750
2185,6407,35282,22498,22809,34559,1005,536,209,19,7630,5420,4269,2093,2549,750,79,232,8684,14326,1472,2227,1211,312,150,6617,627,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3710
2186,1368,50147,23727,25754,29025,15462,201,1643,38,1647,4154,3119,2208,3412,1923,826,652,4203,15422,2497,6001,2462,539,190,8315,1441,808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,3180
2187,2813,16806,3259,2831,2511,3032,19,31,0,211,1470,453,144,210,40,38,18,890,1954,191,334,371,28,57,919,88,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12360
2188,299,35513,8406,9038,14787,779,80,112,30,1265,2610,1425,876,1629,267,36,99,2768,7138,574,1088,387,56,38,3319,128,376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11450
2190,436,37152,24861,27504,28816,20080,1053,524,10,789,6894,4952,2546,3837,1705,476,196,5925,18036,3237,4227,1651,233,216,9133,717,901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11970
2191,47,32958,5547,6258,5658,5966,12,28,2,45,1929,839,582,684,351,37,52,2091,4028,520,686,290,119,78,1775,220,494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3540
2192,8,47679,364,355,685,5,2,4,0,1,82,106,72,88,35,10,0,85,373,121,67,48,0,3,95,31,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,22390
2193,1839,48514,13056,13807,15587,649,347,1570,122,7028,2811,1829,1078,2245,1073,472,241,3401,8168,1976,2142,794,310,114,5077,187,768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,23590
2195,3003,44349,6830,7283,4361,8944,66,173,11,92,1463,1339,744,1273,466,163,80,1335,5665,905,1065,599,77,79,1696,274,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,2730
2197,1821,22695,4819,5385,5252,4202,25,23,3,282,2241,1024,272,366,46,0,0,1280,4273,367,303,49,6,13,1639,231,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,2730
2198,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4780
2199,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,34920
2200,7447,24609,22354,22660,25186,11239,288,762,23,5246,9160,4495,1567,1800,737,185,196,7716,15125,1450,2689,966,297,204,6539,1605,924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,17890
2201,6947,54417,1454,1166,1293,1155,9,53,1,26,420,315,102,334,270,102,43,182,551,161,662,293,124,33,232,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1200
2203,674,60809,15997,17850,23955,7832,60,457,6,447,2101,2395,1734,3612,1777,660,407,1064,11623,2589,4459,1803,412,121,6055,1276,582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,31970
2204,32,31505,7170,7926,8506,6261,31,27,6,133,2601,1130,485,851,647,94,118,2495,5518,524,595,432,30,36,2626,100,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2750
2205,883,20884,10386,10449,9915,8615,61,242,17,1567,4201,1575,682,664,317,64,50,2654,5834,421,1107,753,87,134,2811,95,416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,19950
2206,923,43741,12253,11800,18108,2777,76,452,15,1901,2571,2434,1281,2492,600,159,198,2766,9844,1261,1899,746,95,58,3375,442,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,23720
2208,296,50835,17559,17971,25379,6330,250,667,97,1763,3427,2446,1275,3078,1724,727,232,3143,11321,2280,4057,1792,267,189,6027,556,870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3650
2209,29,43935,2155,2168,4094,17,48,16,1,46,572,351,248,444,150,30,5,267,1860,276,363,114,25,0,795,50,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1270
2210,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,21730
2211,5815,80044,8558,6028,12491,1338,26,260,6,241,1031,1008,565,1561,1210,454,1104,507,3137,892,3771,1735,927,318,374,728,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,13860
2212,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11450
2213,600,47225,16916,18124,27648,3831,141,633,9,1355,3950,2965,2045,3167,1484,520,450,3819,12756,2461,3146,1748,435,230,4610,561,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3540
2214,23,45640,3259,2255,4397,790,49,24,0,175,436,362,243,329,180,51,17,699,2117,461,281,138,24,1,459,70,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4160
2215,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35300
2216,17689,78848,18912,19639,12752,19923,160,2734,23,1644,3829,2201,1106,2950,2980,1929,1797,3900,7129,941,7965,4489,2804,846,2745,568,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,26340
2219,1978,21528,11326,12697,5352,14584,173,1486,13,1738,4720,2127,693,764,82,50,33,4298,7975,737,696,122,0,0,4680,78,716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,2750
2220,40,32189,7409,8228,11160,3903,64,93,3,176,2298,1044,489,1116,549,40,95,1045,4534,613,1299,802,158,209,2200,62,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11450
2221,5560,69405,30910,29835,29380,9944,710,1193,29,16028,1721,2561,1732,3738,2756,1060,410,11243,18424,2428,3215,1180,215,88,10517,739,1309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11240
2222,35981,95369,24484,26644,34316,7741,154,5036,29,1921,3932,2493,1817,4387,3869,2529,5362,3223,8155,1324,13641,8836,4882,1518,2828,2556,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,16510
2224,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,450
2225,6,38269,1379,1294,2139,87,21,119,9,187,279,309,76,138,94,46,0,302,1042,18,66,140,0,0,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1820
2226,138,93838,9737,10076,17756,630,48,551,8,368,745,827,498,1512,1652,737,654,990,5322,1230,3375,1409,269,112,5663,424,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3820
2227,6390,15139,6556,6258,2527,8973,78,780,3,60,4245,871,442,499,188,37,96,1621,3829,517,927,574,347,145,1307,224,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,9990
2228,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,620
2229,11238,21594,5663,5886,5967,2764,163,253,10,1932,3285,1091,498,525,359,92,52,2141,3335,509,1137,785,210,136,1947,166,268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,18620
2230,5716,42546,9156,6327,7217,7516,48,292,4,107,2306,1017,474,1144,626,343,467,1172,3438,451,2068,1195,425,257,1161,163,215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29000
2231,4666,20642,1292,920,1328,638,9,112,0,75,742,258,159,156,59,29,0,331,778,58,219,98,119,0,19,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,7000
2232,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4990
2233,79,30570,6306,3397,5271,3407,27,32,5,848,1038,600,341,252,167,4,22,2023,3829,308,362,165,12,22,1815,7,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,11450
2234,4643,92588,12888,13808,17727,4515,66,2246,4,1180,661,734,642,2546,1812,1056,737,1056,6721,2143,4368,2210,579,497,5098,1196,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,13690
2236,3362,50068,12063,13064,15512,7667,136,447,32,391,2223,2467,1430,2651,1130,303,157,1486,9724,1610,2584,1184,208,144,3680,600,382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38490
2237,299,31265,24585,28329,19726,28843,194,757,40,2173,9026,5138,2469,2911,1246,345,353,5877,16085,3201,4403,1540,480,383,9097,870,1486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,19130
2238,16306,35097,28468,28642,20509,6133,410,145,27,27761,4394,3677,1633,2325,742,124,50,17618,9657,1061,885,163,0,17,13084,414,1655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,1270
2239,6407,35282,22498,22809,34559,1005,536,209,19,7630,5420,4269,2093,2549,750,79,232,8684,14326,1472,2227,1211,312,150,6617,627,999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2340
2240,5716,42546,9156,6327,7217,7516,48,292,4,107,2306,1017,474,1144,626,343,467,1172,3438,451,2068,1195,425,257,1161,163,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,28730
2241,763,81570,7913,8230,12537,2470,71,608,1,164,544,532,712,1714,975,450,404,598,4481,1129,2444,1123,132,136,3510,532,174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,3450
2243,2562,9954,2031,1886,1194,2625,4,5,2,7,1765,161,15,30,36,5,13,726,1414,95,193,51,36,11,189,35,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6390
2244,1880,18894,2424,1374,1176,2514,18,16,0,29,845,146,156,146,87,0,44,617,1245,98,335,148,100,33,218,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,10910
2245,4517,63292,6092,5423,7835,2702,36,397,8,192,1655,749,615,1286,1000,375,621,902,2546,589,3219,1143,620,193,773,184,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,2560
2246,1408,43409,991,402,1023,234,17,34,2,42,261,150,212,122,27,11,11,90,623,73,330,87,46,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,18330
2250,5451,14537,3103,2335,1633,3063,52,305,2,132,1344,275,219,216,40,22,23,952,1079,192,348,337,235,41,925,7,268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2730
2251,4654,56388,7515,4665,6815,4239,26,871,0,80,1599,982,693,1327,784,424,494,895,2384,247,3278,1332,967,540,280,243,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,17810
2252,1408,43409,991,402,1023,234,17,34,2,42,261,150,212,122,27,11,11,90,623,73,330,87,46,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,23500
2253,8604,22401,27221,18834,21138,6233,509,1599,229,14441,7490,3310,1179,1725,344,93,48,11633,13125,1179,1496,249,128,82,7741,34,1496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,32760
2254,15362,26257,14990,12968,23818,1289,82,1703,11,344,6781,2583,1182,1391,1034,555,398,557,3249,562,4569,2443,745,644,788,88,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3530
2255,7617,40380,7988,7496,12596,325,111,1520,42,214,2913,1346,679,1335,790,356,780,306,2401,539,3355,1869,964,467,485,305,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,34200
2256,154,52822,22808,23357,8550,250,139,15733,6555,319,3985,3092,1837,3697,2342,750,554,2671,16631,3766,6000,2072,796,604,6022,1302,724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,16090
2257,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,14450
2259,2867,32259,10790,11305,14619,4825,165,178,3,1127,3518,2425,1189,1366,530,95,37,1570,7882,1313,2198,733,98,164,4146,379,530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,680
2260,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,17890
2261,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11240
